Data Zone,Local Authority Code,Local Authority Name,"Education, Skills and Training domain 2012 rank1","People aged 16-19 not in full time education, employment or training rate 
(School Leavers 2009/10-2010-11, DWP 2010 and 2011)","Proportion of 17- 21 year olds entering higher education 
(HESA 2008/09-2010/11)3","Pupil Performance on SQA at Stage 4 (SQA, 2008/09-2010/11)5","School Pupil Absences 
(Scottish Government, 2009/10-2010/11)4,5"
S01002427,240,Falkirk,4733,8,14.12,162,6.2
S01002428,240,Falkirk,2670,12,5.32,181,6.5
S01002429,240,Falkirk,3177,0,16.67,196,9.1
S01002430,240,Falkirk,6230,5,19.72,157,3.5
S01002431,240,Falkirk,1970,11,*,152,8.3
S01002432,240,Falkirk,4363,4,10.74,192,4.7
S01002433,240,Falkirk,3202,0,*,163,6.6
S01002434,240,Falkirk,2672,15,*,167,7.5
S01002435,240,Falkirk,2859,9,12.79,174,7.3
S01002436,240,Falkirk,2233,11,*,217,6.7
S01002437,240,Falkirk,4911,2,8.9,221,5
S01002438,240,Falkirk,1230,22,*,166,8.9
S01002439,240,Falkirk,2478,17,*,119,5.6
S01002440,240,Falkirk,2750,14,8.13,148,6.5
S01002441,240,Falkirk,5027,6,6.38,254,4.8
S01002442,240,Falkirk,4891,0,10.84,153,8.3
S01002443,240,Falkirk,2497,7.8125,*,121,6.5
S01002444,240,Falkirk,267,18.75,*,184,8.3
S01002445,240,Falkirk,1445,8,*,181,8.2
S01002446,240,Falkirk,5401,4,*,156,6
S01002447,240,Falkirk,1246,12,*,136,9.5
S01002448,240,Falkirk,670,18,*,183,8.7
S01002449,240,Falkirk,4303,11,5.88,208,5.3
S01002450,240,Falkirk,2736,11,*,146,5.8
S01002451,240,Falkirk,1604,15,*,146,6.7
S01002452,240,Falkirk,1673,19,*,172,6.7
S01002453,240,Falkirk,4130,4,10.96,146,5.8
S01002454,240,Falkirk,4371,5,6.7,164,4.8
S01002455,240,Falkirk,2220,10,6.25,143,8.2
S01002456,240,Falkirk,1314,14,*,204,8.7
S01002457,240,Falkirk,1728,13,*,206,7.7
S01002458,240,Falkirk,872,18,*,172,9.2
S01002459,240,Falkirk,1953,18,*,143,8.5
S01002460,240,Falkirk,966,20,*,243,9
S01002461,240,Falkirk,5824,7,9.8,147,3.2
S01002462,240,Falkirk,3175,11,5.69,214,7.4
S01002463,240,Falkirk,1514,18,*,158,8.1
S01002464,240,Falkirk,1018,23,*,138,7.9
S01002465,240,Falkirk,5520,2,11.48,161,5.6
S01002466,240,Falkirk,1880,10,*,169,6.9
S01002467,240,Falkirk,4377,2,13.58,173,7.4
S01002468,240,Falkirk,2170,22,*,141,5.6
S01002469,240,Falkirk,1227,12.5,*,136,8.8
S01002470,240,Falkirk,2100,10,*,142,7.7
S01002471,240,Falkirk,2292,4,*,222,7.2
S01002472,240,Falkirk,1405,28,*,135,7.4
S01002473,240,Falkirk,1035,21,*,163,9.3
S01002474,240,Falkirk,1620,12,5.36,120,10.2
S01002475,240,Falkirk,2645,2,*,162,6.6
S01002476,240,Falkirk,4896,9.375,8.47,162,4.9
S01002477,240,Falkirk,1617,18,*,122,6.7
S01002478,240,Falkirk,2275,8,*,136,8.3
S01002479,240,Falkirk,758,12.5,*,146,9.7
S01002480,240,Falkirk,2207,8,*,198,6.4
S01002481,240,Falkirk,1080,22,*,140,7.5
S01002482,240,Falkirk,734,29,*,220,8.8
S01002483,240,Falkirk,715,36,*,163,8.5
S01002484,240,Falkirk,1263,10,*,132,9
S01002485,240,Falkirk,3956,5,*,169,5.3
S01002486,240,Falkirk,1295,15,*,133,7.6
S01002487,240,Falkirk,3352,8,*,184,6.2
S01002488,240,Falkirk,1041,21,*,192,10.7
S01002489,240,Falkirk,703,10,*,210,9.1
S01002490,240,Falkirk,2405,8,*,151,5.7
S01002491,240,Falkirk,394,11,*,172,9.9
S01002492,240,Falkirk,4232,9,9.38,180,4.1
S01002493,240,Falkirk,3261,9,*,227,7.3
S01002494,240,Falkirk,4670,8,8.4,172,4.6
S01002495,240,Falkirk,853,25,*,161,8.8
S01002496,240,Falkirk,3304,7,8.15,202,5.7
S01002497,240,Falkirk,2080,17,*,125,8.4
S01002498,240,Falkirk,5318,2,12.14,195,5.7
S01002499,240,Falkirk,1338,15,*,198,6.8
S01002500,240,Falkirk,1427,13,*,119,8.2
S01002501,240,Falkirk,4737,0,12.5,192,6.6
S01002502,240,Falkirk,619,16,*,212,8.3
S01002503,240,Falkirk,3742,9,6.82,246,6
S01002504,240,Falkirk,4246,6,8.29,172,4.7
S01002505,240,Falkirk,836,14,*,193,8.5
S01002506,240,Falkirk,2578,11,*,180,6.9
S01002507,240,Falkirk,3210,8,*,109,4.2
S01002508,240,Falkirk,6062,0,7.1,223,3.6
S01002509,240,Falkirk,3023,9.375,5.36,152,5.7
S01002510,240,Falkirk,4869,2,6.21,98,4.2
S01002511,240,Falkirk,4257,2,5.81,230,5.1
S01002512,240,Falkirk,972,17.5,*,181,8.5
S01002513,240,Falkirk,5483,4,10.46,231,4.8
